title,company,location,avg_salary,description,redirect_url,experience_level,soc_code,job_category,matched_skills
Sr. Business Systems Engineer,INSPYR Solutions,"Pittsburgh, Allegheny County",154382.33,"Title: Sr. Business Systems Engineer Location: Pittsburg, PA Duration: Permanent Compensation: 100-120,000. Work Requirements: US Citizen, GC Holders or Authorized to Work in the U.S. Sr. Business Systems Engineer The Sr Business Systems Engineer – Corporate will be a key member of the Corporate Shared Technology Data Engineering team. This individual will serve as a strategic partner and technical expert, responsible for the design, development, enhancement, integration, maintenance and suppor…",https://www.adzuna.com/land/ad/5428740002?se=UKMdSWSk8BGQCJH2_VE84Q&utm_medium=api&utm_source=a6e23083&v=F14628AAF448470DD358943F52FE9BC4E321BFF1,N/A,15-1252,DevOps,[]
Boomi Developer,Maximus,"Oakland, Allegheny County",54938.31,"Description & Requirements Be part of something great Maximus is a global organisation that specialises in providing health and employment services to millions of people every year. Here in the UK we employ around 5,000 people across the country to deliver services that have a profound impact on people's lives. From assessments and health services to employability programmes and specialist support, we do work that matters with people who care. Role Summary Transform Maximus through Intelligent …",https://www.adzuna.com/details/5427465784?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
IT Scrum Master (Part-time REMOTE),NTT DATA North America,"Pittsburgh, Allegheny County",101516.54,"At NTT DATA, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees have been key factors in our company's growth and market presence. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA and for the people who work here. For more than 25 years, NTT DATA Services have focused on impacting the core of your business operations with industry-leading outsourcing …",https://www.adzuna.com/details/5427421023?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
RPA Tech Lead - INTL - INDIA,Insight Global,"Pittsburgh, Allegheny County",92491.47,"Job Description Insight Global is seeking a hands-on RPA Technical Lead to support its Fortune 500 manufacturing client. This role will lead the RPA development team, provide technical guidance, and ensure delivery of scalable automation solutions using UiPath. The ideal candidate will combine leadership, architecture, and development expertise to drive operational efficiency and digital transformation. We are a company committed to creating diverse and inclusive environments where people can b…",https://www.adzuna.com/details/5427419372?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
ConvergeProsperity - BankingSuite - Head of Product (Senior Manager) - Innovation_Delivery_Transformation,Deloitte,"Pittsburgh, Allegheny County",316355.66,"The Team The Innovation & Delivery Transformation team is building the future of our business. This the group responsible for identifying, nurturing, scaling, and ultimately winning in new markets with new capabilities. We don't rely on what the firm has always done - we look to the future and invest where we know the growth will be 3, 5, 10 years down the road. The Innovation & Delivery Transformation Team collaborates with Industries, Offering Portfolios, Growth, and Delivery Transformation t…",https://www.adzuna.com/details/5427416358?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Industry Analyst Program Leader,Broadcom,"Pittsburgh, Allegheny County",149055.1,"Please Note: 1. If you are a first time user, please create your candidate login account before you apply for a job. (Click Sign In > Create Account) 2. If you already have a Candidate Account, please Sign-In before you apply. Job Description: Broadcom's Mainframe Software Division is seeking a results-driven Analyst Relations and Product Marketing professional to lead and advance our engagement with the global analyst community. This role involves developing and executing our division-wide str…",https://www.adzuna.com/details/5427414702?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
"Vice President, Java Full-Stack Engineer I",BNY,"Bloomfield, Allegheny County",183899.86,"Vice President, Full-Stack Engineer I At BNY, our culture empowers you to grow and succeed. As a leading global financial services company at the center of the world’s financial system we touch nearly 20% of the world’s investible assets. Every day around the globe, our 50,000 employees bring the power of their perspective to the table to create solutions with our clients that benefit businesses, communities and people everywhere. We continue to be a leader in the industry, awarded as a top hom…",https://www.adzuna.com/land/ad/5426200246?se=TGtJSmSk8BGRwIyptteywQ&utm_medium=api&utm_source=a6e23083&v=58F79B1FC6B3B33E46E785B7988BC31FCFF17D0F,N/A,15-1252,DevOps,[]
Backend Engineer,Musing AI,"Pittsburgh, Allegheny County",142532.97,"Job Summary As a Backend Engineer, you will design and build our cloud-native backend. You will focus on the hands-on implementation of scalable, secure, and intelligent Python-based services. You will be responsible for writing high-quality code, managing our database systems, implementing CI/CD pipelines, and ensuring the reliability of our backend infrastructure. What you will do Backend Development: Build and maintain scalable backend services using Python on serverless platforms within the…",https://www.adzuna.com/details/5425596423?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['python']
Amazon Connect Engineer,Maximus,"Oakland, Allegheny County",67962.02,"Description & Requirements Be part of something great Maximus is a global organisation that specialises in providing health and employment services to millions of people every year. Here in the UK we employ around 5,000 people across the country to deliver services that have a profound impact on people's lives. From assessments and health services to employability programmes and specialist support, we do work that matters with people who care. Role Summary We are seeking an Amazon Connect Engin…",https://www.adzuna.com/details/5425008969?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
"Release Manager - Local to Pittsburgh, Phoenix, Cleveland, Birmingham, or Dallas","CGI Technologies and Solutions, Inc.","Pittsburgh, Allegheny County",132247.81,"Release Manager - Local to Pittsburgh, Phoenix, Cleveland, Birmingham, or Dallas Category: Business Analysis (functional and technical) Main location: United States, Pennsylvania, Pittsburgh Position ID: J0925-2071 Employment Type: Full Time Position Description: This role is located at our client site in either Pittsburgh PA, Phoenix, AZ, Cleveland, OH, Birmingham, AL, Dallas, TX. CGI is seeking a Release Manager, that will play a pivotal role in orchestrating the end-to-end release lifecycle …",https://www.adzuna.com/details/5424953839?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Agentic AI & Contact Center AI Architect,PwC,"Pittsburgh, Allegheny County",190873.03,"Specialty/Competency: Data, Analytics & AI Industry/Sector: Not Applicable Time Type: Full time Travel Requirements: Up to 60% At PwC, our people in data and analytics focus on leveraging data to drive insights and make informed business decisions. They utilise advanced analytics techniques to help clients optimise their operations and achieve their strategic goals. In data analysis at PwC, you will focus on utilising advanced analytical techniques to extract insights from large datasets and dr…",https://www.adzuna.com/details/5424951959?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Software Architect Senior/MLOps Architect - Data and Automation,PNC,"Pittsburgh, Allegheny County",102224.96,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Architect Senior/MLOps Architect within PNC's Data and Automation organization, you will be based in Pittsburgh-PA, …",https://www.adzuna.com/details/5424950554?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,[]
Senior Solution Architect (.Net),PNC,"Pittsburgh, Allegheny County",125208.04,"Position Overview At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company's success. As a Software Architect Sr within PNC's C&IB organization, you will be based either in Pittsburgh, PA or Dallas, TX or Little R…",https://www.adzuna.com/details/5424950549?utm_medium=api&utm_source=a6e23083,N/A,15-1252,DevOps,['r']
